,IC objective optimistic
1160,-0.5479517409621125
1161,-0.7969096185611364
1162,-0.8100542280642334
1163,-0.34952982181672515
1164,-0.523195958624604
1165,-0.5227066538775631
1166,-0.7487329006534488
1167,-0.5732801141082841
1168,-0.5675342146227772
1169,-0.5739608442213099
1170,-0.4961862667430124
1171,-0.6273788346291016
1172,-0.4082151905701476
1173,-0.5322349059431165
1174,-0.6078817030861632
1175,-0.8191239789531404
1176,-0.2093714224480001
1177,-0.6219429318059821
1178,-0.45534500349151885
1179,-0.6725992978026795
1180,-0.6716243955588753
1181,-1.0238086437639222
1182,-0.60044420504553
1183,-0.525843447583544
1184,-0.20532458632729872
1185,-0.49620461170870855
1186,-1.2616737557397109
1187,-0.7814664213114436
1188,-0.6273615810754439
1189,-0.7086153680013111
1190,-0.3376690472338953
1191,-0.43077294251214115
1192,-0.3520112021589957
1193,-0.6848317229865927
1194,-0.36698041214952754
1195,-0.9903816401591853
1196,-0.7292919311558111
1197,-0.9604790348441264
1198,-0.6758626020451152
1199,-0.6773377087791267
1200,-0.5554273721765174
1201,-0.5858030950346654
1202,-0.9655023996589618
1203,-0.4962774833694055
1204,-0.6510255587768795
1205,-0.9178118605911348
1206,-0.5962234165325918
1207,-0.5111963074972434
1208,-0.3996047633868209
1209,-0.8129469382642311
1210,-0.9923540361325227
1211,-0.4274408199220029
1212,-0.6197228331017394
1213,-0.22150994010666375
1214,-0.5543090208307461
1215,-0.7238859565800183
1216,-0.8245855819723427
1217,-0.5128283416561198
1218,-0.9244308762257558
1219,-0.5099324101842911
1220,-0.2426904410643143
1221,-0.8328000210697255
1222,-0.4183651582196806
1223,-0.6499191966076533
1224,-0.5717512743368953
1225,-0.5357454484327925
1226,-0.6686311366606469
1227,-0.48390515594461175
1228,-0.28695901538986046
1229,-0.6224850429905093
1230,-0.5732884930348039
1231,-0.5292314690872033
1232,-0.8210923463800638
1233,-0.5163477638076576
1234,-0.7403050587528432
1235,-0.7118737543080472
1236,-0.4877450300308102
1237,-0.9905275984968447
1238,-0.4687777387124089
1239,-0.7581632274224063
1240,-0.5141188619143767
1241,-0.5469919478158213
1242,-0.6293429432892703
1243,-0.6524435386516015
1244,-0.7129179901959788
1245,-0.4233500507148454
1246,-0.5702231609827645
1247,-0.48763685011621666
1248,-0.15070646111312686
1249,-0.6465694924166497
1250,-0.8422603641947953
1251,-0.6215202268428323
1252,-0.1904097526364423
1253,-0.6302346264282142
1254,-0.43741595126498656
1255,-0.5345547825493658
1256,-0.7738272358397373
1257,-0.8671798762262033
1258,-0.7946643601568832
1259,-0.5016597132297126
1260,-0.5929612807551666
1261,-0.23350981764973824
1262,-0.736225493006647
1263,-0.5681363003539324
1264,-0.3468438010583845
1265,-1.0922451639891304
1266,-0.608390339772853
1267,-0.7384180339845099
1268,-0.40993493694609223
1269,-0.8173994103413358
1270,-0.5721922876879802
1271,-0.7152620934618849
1272,-0.44904588934506384
1273,-0.9010134485544133
1274,-0.40379304590119175
1275,-0.760997130579055
1276,-0.9732708555281738
1277,-0.8676896510561104
1278,-0.5146022419263933
1279,-0.6831999619191896
1280,-0.8576809659984186
1281,-1.0718390477310515
1282,-0.6038708867836944
1283,-0.6231507035313049
1284,-0.5443449863342351
1285,-0.6977915397502468
1286,-0.6798531670710926
1287,-0.7303877739340705
1288,-0.5763642345358807
1289,-0.4819309233785134
1290,-0.5732538612626292
1291,-0.7881492986214933
1292,-0.6451304381554048
1293,-0.9446997183715762
1294,-0.5377530291193485
1295,-0.5815756036417961
1296,-0.666245556693118
1297,-0.43631399436868473
1298,-0.5985501184211119
1299,-0.7368868817335926
1300,-0.46966116658207147
1301,-0.70338260498917
1302,-0.34364487481335526
1303,-1.0809270170495915
1304,-0.8321228779543178
1305,-0.6062420075399195
1306,-0.442192452666608
1307,-0.35380102818641623
1308,-1.011833925480133
1309,-0.5066973799540013
1310,-1.0719883789716067
1311,-0.47900834200873377
1312,-0.5805202596452318
1313,-0.7683445071669679
1314,-0.4252649144851644
1315,-0.5496638239205303
1316,-0.7743555580441712
1317,-0.4988578721802406
1318,-0.9298107419499407
1319,-0.5125367224046707
1320,-0.5289649591762784
1321,-0.5165678428697467
1322,-0.635802361496835
1323,-0.7485404422967112
1324,-0.31994062386317873
1325,-0.6439549457806389
1326,-0.8085043343537092
1327,-0.5804982320818798
1328,-0.23708647502617902
1329,-0.9380720283241936
1330,-1.0437655904737306
1331,-0.4509146338773778
1332,-0.6878900085360533
1333,-0.4876520086406837
1334,-0.6496669364297968
1335,-0.39385005174498067
1336,-0.5330645211530411
1337,-0.616999594063081
1338,-0.49391036847344105
1339,-0.4016116222847397
1340,-0.7479272126123078
1341,-0.9289538053891129
1342,-0.8222835573688342
1343,-0.4346548740964092
1344,-0.6300888248314901
1345,-1.222115822487638
1346,-0.6560677348142203
1347,-0.6505550547627239
1348,-0.7123454869456868
1349,-0.5855716683188327
1350,-0.7378493463119721
1351,-0.5358902348044471
1352,-0.681850687090162
1353,-0.39324700386473
1354,-0.4826614345649774
1355,-0.6978477899037016
1356,-0.718478646984214
1357,-0.732817314720841
1358,-0.40358041275228607
1359,-0.7762599999962744
1360,-0.703830545618801
1361,-0.3310671366126823
1362,-0.34409981051550387
1363,-0.4715016611407309
1364,-0.41547249020089516
1365,-0.6090276644909138
1366,-0.6423434755959806
1367,-0.812404418287397
1368,-0.39527374297344425
1369,-0.4998427737264765
1370,-0.6544598828596693
1371,-0.6496326392798799
1372,-0.5132158293772433
1373,-0.5608118862638332
1374,-0.7069892635274443
1375,-0.4978832274576899
1376,-0.8745659509460042
1377,-0.14780209086310345
1378,-0.6179145495786886
1379,-0.43424771920349725
1380,-0.7651479460651827
1381,-0.4986884285702775
1382,-0.5967237682104447
1383,-0.8100266860857819
1384,-0.5615257349450747
1385,-0.46919821678281154
1386,-0.58512646790081
1387,-0.4356021683914625
1388,-0.7883203923729237
1389,-0.9384161779094156
1390,-0.7856638871172659
1391,-1.160803624608357
1392,-0.8144635448191142
1393,-0.5925289832395164
1394,-0.5940918424687736
1395,-0.467312846147835
1396,-0.37832257708912
1397,-0.7284837776120366
1398,-1.0433317234993478
1399,-0.5396891151100395
1400,-0.4092518354075783
1401,-0.6927347317855146
1402,-0.4813793156780694
1403,-0.3772689473528844
1404,-0.2642021776757508
1405,-0.5680811039128807
1406,-0.6052224429767696
1407,-0.7878949881354647
1408,-0.3860062837657649
1409,-0.6816332512958003
1410,-0.5705943995237633
1411,-0.40184539462117924
1412,-0.5997119366951793
1413,-0.8721727196101546
1414,-0.5756598506831206
1415,-0.4923602077185083
1416,-0.6619238715047941
1417,-0.5052712047983763
1418,-0.5928294159073657
1419,-0.4246560304896344
1420,-0.2876830690372641
1421,-0.4139285825376684
1422,-0.2188966795567827
1423,-0.6063261262196153
1424,-0.560519897268198
1425,-0.4622147089021814
1426,-0.6505093184503463
1427,-0.49652059697870676
1428,-0.6718332379360649
1429,-0.8156679449468665
1430,-0.505083879267029
1431,-0.156810874404277
1432,-0.9131438480356528
1433,-0.40009785620254795
1434,-0.458625559072013
1435,-0.943624953617016
1436,-0.7625887634330516
1437,-0.8038484564902214
1438,-0.5986521817815437
1439,-0.568691278363134
1440,-0.4569207111599878
1441,-0.28762128749034077
1442,-0.24492648608334786
1443,-0.8201090471809741
1444,-0.5409739428886521
1445,-0.6658623142265335
1446,-0.5921750980198534
1447,-0.6370605348919953
1448,-0.5719312766701737
1449,-0.4448226281426321
1450,-0.5070225571548213
1451,-0.5973239961188437
1452,-0.2978321860597811
1453,-0.5070412991303765
1454,-0.44563298665931167
1455,-0.377062645811119
1456,-0.9633150158414084
1457,-0.5101704280739956
1458,-0.6656392161595993
1459,-0.4807007137046859
1460,-0.4186570551588964
1461,-0.6914548735920917
1462,-0.9005347860491864
1463,-0.6159032488584475
1464,-0.4528574937852924
1465,-0.6247569775976338
1466,-0.6299420983478352
1467,-0.3066895108060083
1468,-0.6260096335221729
1469,-0.3051728613041022
1470,-0.42125171040313203
1471,-0.6780258899912402
1472,-0.6722028726333428
1473,-0.6080414900657144
1474,-0.5009568155143531
1475,-0.4992092356232548
1476,-0.4339980852777675
1477,-0.6508350347508262
1478,-0.737797628512537
1479,-0.7119530341532986
1480,-0.6289234992004883
1481,-0.4750948447817677
1482,-0.4581750102891934
1483,-0.4813308807630414
1484,-0.8193094610963672
1485,-0.6371163473296033
1486,-0.7294575598277916
1487,-0.8152112518250695
1488,-0.5910159321760147
1489,-0.8160749753366758
1490,-0.7115758282979875
1491,-0.2689242125170489
1492,-0.4969163900304235
1493,-0.6705741438279758
1494,-0.7198948331197832
1495,-0.6344515733178769
1496,-0.5298470295286857
1497,-0.7624570439885388
1498,-0.5351923693233255
1499,-0.6712809005203351
1500,-0.42581050884585425
1501,-0.6270544739958319
1502,-0.5434429480665112
1503,-0.8264976911445711
1504,-0.8611311370400379
1505,-0.6788510003603015
1506,-0.6862952443171112
1507,-0.752841681558284
1508,-0.40401551236434696
1509,-0.877527102390398
1510,-0.4887329354689393
1511,-0.675333603826853
1512,-0.453275120287265
1513,-0.5381514239232407
1514,-0.7748989945041639
1515,-0.6578796288017713
1516,-0.6262396256194368
1517,-0.38768721910279985
1518,-0.4637104006396693
1519,-0.4007868687609636
1520,-0.7742721612483872
1521,-0.7610212423860446
1522,-0.5781587463389257
1523,-0.44964703348368157
1524,-0.49947865151546406
1525,-0.43273230184672146
1526,-0.3543450308347669
1527,-0.4796017172772736
1528,-0.4241248782018215
1529,-0.5611529878149399
1530,-0.7230459790972947
1531,-0.4786306750824775
1532,-0.6818074485014393
1533,-0.6978624937736024
1534,-0.5979182931765202
1535,-0.44577754104946554
1536,-0.6693007509119517
1537,-0.5528944172498302
1538,-0.6697295192958619
1539,-0.375052203539319
1540,-0.5316783559622711
1541,-1.0811726798839878
1542,-0.5809135240581801
1543,-0.7054981019162193
1544,-0.35955685860633657
1545,-0.7561442719584489
1546,-0.39915604509222263
1547,-0.8769968493012144
1548,-0.42181302460459613
1549,-0.2805605605586731
1550,-0.6060425838395922
1551,-0.6235445701802614
1552,-0.5332935622252356
1553,-0.4389978307264203
1554,-0.6414073480110459
1555,-0.5877492191516555
1556,-0.9619503585117933
1557,-0.9164148713838223
1558,-0.9482293196745737
1559,-0.5542859367749375
1560,-0.5550052669545152
1561,-0.5260348151896089
1562,-0.7921204395896273
1563,-0.8418380473842794
1564,-0.48920310125402633
1565,-0.4477551744226337
1566,-0.6309975160132012
1567,-0.6091745561832961
1568,-0.6480977486045263
1569,-0.7749293698744867
1570,-0.74419558612455
1571,-0.44043030824102336
1572,-0.5292027859170962
1573,-0.9515104874342989
1574,-0.6012563352220294
1575,-0.7073477152687724
1576,-0.5921723455046737
1577,-0.49295339985877823
1578,-0.6708747714251266
1579,-0.659875070867022
1580,-0.5614219710949271
1581,-0.6204742934195437
1582,-0.2668714858085612
1583,-0.9450279550753684
1584,-0.3389699072676101
1585,-0.6738622402372509
1586,-0.4131582018051616
1587,-0.30965535662276644
1588,-0.4476660019650482
1589,-0.49620195650040494
1590,-0.8183430022739112
1591,-0.5133410972298352
1592,-0.9932752220586387
1593,-0.5664003566717404
1594,-0.44279448905014895
1595,-0.6579048733873415
1596,-0.6277308735732725
1597,-0.6380055763396366
1598,-0.5436288182632786
1599,-0.6757415472681501
1600,-0.8860776772044062
1601,-0.6181307767025631
1602,-1.0841131509449788
1603,-0.4966154508097731
1604,-0.488025081440207
1605,-0.4464011410979147
1606,-0.5995771674825204
1607,-0.8954852527156832
1608,-0.49572203573610657
1609,-0.3423358154117646
1610,-0.42719358616776004
1611,-0.17669472262984987
1612,-0.41765279497255514
1613,-0.26279783409293
1614,-0.9120377342248039
1615,-0.4099533853354061
1616,-0.7647933655632232
1617,-0.8549652928628086
1618,-0.7389604979775155
1619,-0.36218910485754546
1620,-0.5953646694518315
1621,-0.7961876458828556
1622,-0.38183189858208316
1623,-0.7711329576034469
1624,-0.5102602159648024
1625,-0.61330724717151
1626,-0.3740255372525817
1627,-0.4878333044890466
1628,-0.4907969597027098
1629,-0.7092421996991536
1630,-0.5837338307954579
1631,-0.8481901174966949
1632,-0.8290001216897196
1633,-0.3905145647678489
1634,-0.8386844550570621
1635,-0.46932947320774104
1636,-0.6971074960627188
1637,-0.6186965776105963
1638,-0.5304658512321514
1639,-0.6909310054762903
1640,-0.6028559922736836
1641,-0.6646216169148602
1642,-0.7329895223713779
1643,-0.42937880060332934
1644,-0.6792652343953525
1645,-0.584696467250727
1646,-0.48064991045692146
1647,-0.9904219436329256
1648,-0.6889277357308216
1649,-0.59386231754876
1650,-0.6490248669363179
1651,-0.647470185782463
1652,-0.1972731168232713
1653,-0.6165262782075808
1654,-0.5107688041632842
1655,-0.3758451781680502
1656,-0.7775756746090465
1657,-0.7341947818581915
1658,-0.5866815161946392
1659,-0.788636294860552
1660,-0.621525168214561
1661,-0.6341910942581583
1662,-0.5937527302247176
1663,-0.6312674975069205
1664,-0.7756657919509221
1665,-0.6231502517840412
1666,-0.681937291247143
1667,-0.8360377904741648
1668,-0.8085486200284112
1669,-0.4593852287024556
1670,-0.776968709965953
1671,-0.3236093873990352
1672,-0.36057505177068777
1673,-0.6237428473983955
1674,-0.6160806512935335
1675,-0.7655935765427492
1676,-0.1282029447677245
1677,-0.8555816693195107
1678,-0.4108869492533146
1679,-0.7236525383744895
1680,-0.5277419838387118
1681,-0.6139993552774353
1682,-0.45383250648767715
1683,-0.6576116565864789
1684,-0.7278380730402007
1685,-0.7196747519464974
1686,-0.5013572113455607
1687,-0.5354424320163074
1688,-0.7717885865437699
1689,-0.40109997285340393
1690,-0.32009064370635293
1691,-0.5767165129691432
1692,-0.6060241206079958
1693,-0.20807237016222746
1694,-0.5870490912202161
1695,-0.27522310316588927
1696,-0.5456241974149817
1697,-0.748613285716143
1698,-0.8057329755690432
1699,-0.6349737091517059
1700,-0.3742765941219731
1701,-0.6592479420635408
1702,-0.46890808407159673
1703,-0.78059037096322
1704,-0.5444906692504826
1705,-0.6319917264473193
1706,-0.6261486356492197
1707,-0.5841807782402353
1708,-0.5840222262831554
1709,-0.5331193265413546
1710,-0.7507394843302064
1711,-0.5923845618815657
1712,-0.8510399020995885
1713,-0.8774624306940083
1714,-0.6562647583037656
1715,-0.9042474291149719
1716,-0.5811994551820946
1717,-0.24391617244355343
1718,-0.6928182267712416
1719,-0.8937104718089055
1720,-0.5518249865220504
1721,-0.9145944943231967
1722,-0.5816971488977118
1723,-0.778703304838935
1724,-0.6856829044035784
1725,-0.5567776459583376
1726,-0.4030142423667725
1727,-0.5255005144760945
1728,-0.515435189053176
1729,-0.52052209513804
1730,-0.48133613838635997
1731,-0.5478022355879901
1732,-0.3764653523549709
1733,-0.45170590037265856
1734,-0.646692643427147
1735,-0.5159874125266841
1736,-0.21605931226389904
1737,-0.6682470062244258
1738,-0.6532625577693331
1739,-0.7253026705094328
1740,-0.3055278241478678
1741,-0.616109282970177
1742,-0.3839187526473029
1743,-0.4190958243231968
1744,-0.34364101975496
1745,-0.6932005754348167
1746,-0.6422669560202782
1747,-1.2773410447824811
1748,-0.5606553187043667
1749,-0.360719710626534
1750,-0.5486961495534296
1751,-0.8026254885973938
1752,-0.5101585425343279
1753,-0.43002303625919674
1754,-0.2555659744350841
1755,-0.6854628284620674
1756,-0.5091714246344364
1757,-0.4699205166914528
1758,-0.5871408919988282
1759,-0.5647193793744182
1760,-0.7220265180081917
1761,-0.6471029056059074
1762,-0.38799547996907324
1763,-0.23469667773900946
1764,-0.9145694405185086
1765,-0.4064410885076762
1766,-0.610214467373583
1767,-0.9116309601561251
1768,-0.6188263420272567
1769,-0.40129354212140755
1770,-0.6415366003050863
1771,-0.6271820998207489
1772,-0.3467085033415595
1773,-0.28417231909617996
1774,-0.6333251622528648
1775,-0.5787143535023991
1776,-0.5877114271865341
1777,-1.0538019606809106
1778,-0.7837462751496624
1779,-0.6031556105589816
1780,-0.556454687005571
1781,-0.4053848643611648
1782,-0.1721322879039828
1783,-0.6304621523731279
1784,-0.5907785302041874
1785,-0.6153172654726239
1786,-0.2789326769321391
1787,-0.5442200908902386
1788,-0.5852988807944052
1789,-1.0751800029448275
1790,-0.49770108433798366
1791,-0.30883795871592046
1792,-0.594321996344773
1793,-0.5222956311981192
1794,-0.4716516243282533
1795,-1.094376452298423
1796,-0.48330394160611556
1797,-0.44249304442426296
1798,-0.40856210825866257
1799,-0.4991676774130483
1800,-0.7792843385046118
1801,-0.47369046963823913
1802,-0.5807886194739466
1803,-0.6684111975464402
1804,-0.6575356474066179
1805,-0.4487342104547698
1806,-0.30932789979933356
1807,-0.5322043795715621
1808,-0.8968155313238609
1809,-0.36271457861669026
1810,-0.3588635748782789
1811,-0.5452870889147059
1812,-0.45260069297290595
1813,-0.5839422179872189
1814,-0.5434636595703473
1815,-0.6082232754151433
1816,-0.5549942723791907
1817,-0.4921571196709388
1818,-0.4741723230241033
1819,-0.8056897375055297
1820,-0.4609551333185165
1821,-0.5379598288430102
1822,-0.9503677120922824
1823,-0.6169648084708594
1824,-0.6247152318962871
1825,-0.46575949776389286
1826,-0.4222084373266011
1827,-0.4305485339917841
1828,-1.1297929329608876
1829,-0.4066178607478422
1830,-0.5403494068446585
1831,-0.6558535002258536
1832,-0.3803518454556834
1833,-0.7270586527330656
1834,-0.34409070860397345
1835,-0.40912177421437085
1836,-0.5489621122659529
1837,-0.8514202482727569
1838,-0.6775349672210382
1839,-0.6160282927572546
1840,-0.600142525314841
1841,-0.47382538834549914
1842,-0.8091785847535956
1843,-0.8040997650202342
1844,-0.32132531654319685
1845,-0.3794694027207438
1846,-0.8399934025273013
1847,-0.2930580470094244
1848,-0.45189962442856635
1849,-0.5527479848213354
1850,-0.4743751953705878
1851,-0.6376802768510358
1852,-0.9358841055481435
1853,-0.5982460722713445
1854,-0.4261796362175059
1855,-0.3927646483694098
1856,-0.7341537657959861
1857,-0.787680507613322
1858,-1.1660334543638302
1859,-0.5199680705421456
1860,-0.749435701656168
1861,-1.0803537554324456
1862,-0.6227733827539194
1863,-0.607649630685804
1864,-0.6069548776210845
1865,-0.3020134906237821
1866,-0.6477788105709049
1867,-0.8501354172413242
1868,-0.8038534960109717
1869,-0.37893062059016924
1870,-0.4792760989680611
1871,-0.35591967815057823
1872,-0.622610362954125
1873,-0.6811659488101348
1874,-0.9122783715338669
1875,-0.5814059945133404
1876,-0.7222188754004605
1877,-0.5703728262665964
1878,-0.39429751140736347
1879,-0.43151275016296753
1880,-0.4781139577520233
1881,-0.17395739993576348
1882,-0.9923448048638157
1883,-1.0680133948869386
1884,-0.6339542887619286
1885,-0.6339498269695432
1886,-0.6489075224962133
1887,-0.5376563721845382
1888,-0.521056035775505
1889,-0.5554999661605062
1890,-0.7240469516621629
1891,-0.721203953135784
1892,-0.3506490896614074
1893,-0.5513771289183789
1894,-0.7702580475027964
1895,-0.510299227862666
1896,-0.29423846287170724
1897,-0.7905442215563115
1898,-0.1452918839880924
1899,-0.8698368989271252
1900,-0.49060416161373827
1901,-0.5028579815105605
1902,-0.7460033894309379
1903,-0.4382357086470963
1904,-0.630461588483692
1905,-0.7949430032299545
1906,-0.5905886150643967
1907,-1.1765738160899497
1908,-0.37687956739792555
1909,-0.3476328474001453
1910,-0.5381742203234714
1911,-0.9671262953720275
1912,-0.49684281155706017
1913,-0.49167208138721424
1914,-0.44574851179383107
1915,-0.4711761865754879
1916,-0.6239437264996687
1917,-0.8861916843169809
1918,-0.4043862039923293
1919,-0.8323097736497548
1920,-0.40804646213085366
1921,-0.6153317383505875
1922,-0.6138132442293904
1923,-0.6292099889768563
1924,-0.6182608934567612
1925,-0.5177531573099332
1926,-0.43959141936712043
1927,-0.7860845819041695
1928,-0.29328061718851767
1929,-0.5901204991554836
1930,-0.4617824157468535
1931,-0.7153733318370274
1932,-0.46605737164633415
1933,-0.4332842622031117
1934,-0.6581975303482875
1935,-0.5688614370381536
1936,-0.2767175706936184
1937,-0.4456370503359842
1938,-0.37247561450518685
1939,-0.233325787613367
1940,-0.5575668582594306
1941,-0.763539698579825
1942,-0.8892260309093518
1943,-0.7815161042667256
1944,-0.7849523985189966
1945,-0.6968990424629821
1946,-0.4862397103899121
1947,-0.5337139963202714
1948,-0.6466535386596518
1949,-0.6564708721058754
1950,-0.7171391755086469
1951,-0.861308818030577
1952,-0.3067629831366702
1953,-0.5294996225146283
1954,-0.5908459663635902
1955,-0.812468386634681
1956,-0.6211411474901961
1957,-1.1062901019229618
1958,-0.733679248854962
1959,-0.6294104621225944
1960,-0.5565515736491814
1961,-0.461178886273506
1962,-0.7287311324427479
1963,-0.5951848548363547
1964,-0.6900148909459135
1965,-0.940136775582043
1966,-0.865456433383212
1967,-0.7282574416536751
1968,-0.36989611286128016
1969,-0.5953612448757801
1970,-0.6819311696619026
1971,-0.7439938524585966
1972,-0.6071273741968656
1973,-0.5700691687714969
1974,-0.7392275959238149
1975,-0.3926930778870843
1976,-0.9981877066873311
1977,-0.9197067418415956
1978,-0.7944499134983849
1979,-0.37810154548826325
1980,-0.6374292966186681
1981,-0.5154220140394874
1982,-1.0518685316890324
1983,-0.7189083001926053
1984,-0.24722351226768347
1985,-0.9672533596177849
1986,-1.1881032873546922
1987,-0.7405602972449863
1988,-0.6170549214294644
1989,-0.5656023806861203
1990,-0.3722612769255696
1991,-1.1130172628885042
1992,-0.7999124927191954
1993,-0.6307907823714477
1994,-0.854594424774796
1995,-0.6395785698951901
1996,-0.6948770793588941
1997,-0.4842516313264893
1998,-0.9025553051811858
1999,-0.6146421488982222
