,IC objective incomplete normal
963,-3.7762201555026285e-08
964,-6.337693619835875e-08
965,-1.1129183078197298e-08
966,-5.040265561806933e-09
967,-1.50208400895326e-08
968,-5.180214611001004e-09
969,-7.315357113841255e-09
970,-5.1123455675566496e-08
971,-1.7286506125432476e-07
972,-1.0025938433548793e-07
973,-1.8477303710990476e-07
974,-3.1319067049050906e-08
975,-9.101727736177169e-08
976,-4.49705864979457e-07
977,-1.766261289944938e-08
978,-1.4256287745863234e-09
979,-2.532620675838825e-08
980,-1.5811168269695035e-08
981,-3.548525945334953e-08
982,-5.311618860902848e-09
983,-4.763314999606531e-08
984,-3.050992729422157e-09
985,-5.505984717331368e-08
986,-3.6799170040232602e-09
987,-1.1661795140944289e-08
988,-2.1492237164737374e-08
989,-1.0887579888016759e-07
990,-4.044187279684925e-09
991,-7.271949323411172e-09
992,-7.384885832061093e-09
993,-3.306028996232888e-09
994,-1.5695128048179426e-08
995,-1.5969423313077944e-08
996,-5.430150832973858e-09
997,-2.9931398837832786e-08
998,-4.5093862006200965e-08
999,-2.3823132460083527e-07
