,IC objective only_IC_PBP
1166,-1.1985530353078622
1167,-2.325412744685154
1168,-1.6674795895534025
1169,-1.799603149593315
1170,-1.8292856641545385
1171,-1.310390102419202
1172,-0.8309012576942074
1173,-1.147534564368626
1174,-0.9850034941762446
1175,-0.9402622512844572
1176,-1.5962360552502377
1177,-1.603282198267883
1178,-1.2546470860120806
1179,-1.4375533698291965
1180,-1.984464725819145
1181,-1.2250114399341254
1182,-1.368745985792326
1183,-1.3514517129910222
1184,-1.3115871512309962
1185,-1.9434479345392455
1186,-1.1643161283029864
1187,-0.7271138533422578
1188,-0.9224393331770876
1189,-1.6286875220989327
1190,-1.4293329780734103
1191,-1.0733725879059397
1192,-1.4893230363847152
1193,-2.1507921936073844
1194,-2.62448447538352
1195,-1.0832607438263655
1196,-0.47271958495712463
1197,-1.7972908678560429
1198,-0.5313920304993813
1199,-2.314505008407937
1200,-1.6082256112820765
1201,-1.2193004481845984
1202,-1.3662721790863661
1203,-1.4632768575474977
1204,-2.594947768457768
1205,-1.1613689786844643
1206,-1.5467675871233186
1207,-1.8004904237633774
1208,-1.4932292091810453
1209,-2.0169702325274264
1210,-1.5067076620890398
1211,-2.0271634090331996
1212,-1.2340360709906049
1213,-1.7627213057597426
1214,-1.4609021735822307
1215,-1.7924042974187062
1216,-1.3751793567693644
1217,-1.3132187749941462
1218,-1.4260940403235796
1219,-3.017368893812776
1220,-1.6078177119807446
1221,-1.1847771202173254
1222,-1.9493457037835327
1223,-1.6612954595964875
1224,-0.9909993166922207
1225,-1.4521280806085064
1226,-1.1522711349750308
1227,-0.6211613661337125
1228,-0.7321744006207799
1229,-1.0615243891257597
1230,-0.8921889675769374
1231,-0.7061730766609642
1232,-1.285074679699518
1233,-0.8181463300389868
1234,-1.2924335608522097
1235,-1.1279738357535365
1236,-1.2727135584963518
1237,-0.8613596574490366
1238,-1.1163015958935214
1239,-1.759752437016197
1240,-2.0701247558694216
1241,-1.0959024228406156
1242,-1.9759597992061828
1243,-0.7114823032879192
1244,-1.586829297976815
1245,-2.1654540474340527
1246,-1.2951080571914089
1247,-1.940063126581949
1248,-1.3624709942542852
1249,-1.2695239369568878
1250,-1.4218331295455302
1251,-0.8110588077431528
1252,-1.0347476146349794
1253,-1.3292049038815885
1254,-0.7999486473448372
1255,-1.451107232430811
1256,-1.8767629184717216
1257,-1.1419196471597797
1258,-1.8742138924036595
1259,-0.8781318662884855
1260,-1.3573016456322837
1261,-1.0898695548008477
1262,-1.08309906223062
1263,-2.3228219231433243
1264,-0.8994995212201683
1265,-0.4406202512415039
1266,-1.2732813765983264
1267,-1.1950203454012596
1268,-1.344047849505654
1269,-1.8256032588334452
1270,-1.0765578273010306
1271,-1.34611948080978
1272,-1.8212793003440648
1273,-0.990108978882543
1274,-1.4228113338122346
1275,-1.2342492145556085
1276,-1.7698413923504681
1277,-1.4027964862611133
1278,-2.1682452036526447
1279,-1.0813065910353155
1280,-1.6049367282687457
1281,-1.3684915151157953
1282,-1.2714105278148804
1283,-1.3373004914157494
1284,-1.2827492754556864
1285,-0.6900515855297668
1286,-2.010472586072536
1287,-1.156429356918075
1288,-1.1750345007814076
1289,-0.9557356443658805
1290,-1.195106686842479
1291,-1.9912835072768529
1292,-1.1287273806687854
1293,-0.9992036750928271
1294,-1.3291509574109934
1295,-1.283106340320534
1296,-1.3823957770861024
1297,-1.953788935357078
1298,-1.0700206081596397
1299,-1.594003100031455
1300,-0.6331586475194899
1301,-1.6434571515121408
1302,-1.779514428574629
1303,-1.2384564953127963
1304,-2.236325516469554
1305,-1.193676811662454
1306,-1.4873436511579763
1307,-1.4336967279685795
1308,-1.37087119113785
1309,-1.5821595502483508
1310,-1.308907637715293
1311,-1.3180340636702643
1312,-1.6895610861566168
1313,-1.2636435765367304
1314,-1.1729124191132616
1315,-1.4498936511730984
1316,-0.9247068221955949
1317,-1.4104962235900893
1318,-1.2040482036781415
1319,-0.7873710114758736
1320,-1.033257175583707
1321,-1.3713193159421297
1322,-1.8831706618758774
1323,-1.2010844027614582
1324,-1.2995569968899237
1325,-1.3466606116119637
1326,-0.859467663707151
1327,-1.0268595110184664
1328,-0.8665535301781396
1329,-1.8716438327353973
1330,-1.0485406074113146
1331,-1.469304812688343
1332,-1.0070176690587052
1333,-1.454970069712803
1334,-1.7581616323922045
1335,-1.579795639284969
1336,-1.2708652770332591
1337,-1.221654926281473
1338,-2.2579152351876375
1339,-1.572049483202065
1340,-1.8615493869169002
1341,-1.0224977043204293
1342,-0.91213791312046
1343,-1.3881675537903069
1344,-1.0491257265123406
1345,-1.8254188269211071
1346,-2.0537529394616265
1347,-0.9165475331142443
1348,-1.9721058372155014
1349,-1.468768173627429
1350,-1.6393599680193185
1351,-2.131106971687789
1352,-0.6290736872865811
1353,-1.115578647316182
1354,-1.1908883543368156
1355,-1.1555722334611926
1356,-1.9636619580391659
1357,-1.433997525552624
1358,-1.2576463431707354
1359,-1.313173430729233
1360,-1.4967261735320465
1361,-1.6218852835760225
1362,-2.065780333731879
1363,-1.355150291754554
1364,-1.0559018774870241
1365,-1.3268653193338495
1366,-1.1349280793231926
1367,-0.6542287407797857
1368,-1.2565290560473723
1369,-2.155881423823349
1370,-1.4114518617278737
1371,-1.1570205645243843
1372,-1.8475888961192746
1373,-1.3009100714034254
1374,-1.3213869898771697
1375,-1.9264619661604299
1376,-1.3156413458876839
1377,-0.7513315862205766
1378,-2.187641616693104
1379,-1.3380231133874612
1380,-1.463767790161636
1381,-2.005220349333369
1382,-0.9322911305512971
1383,-1.4552153362193512
1384,-1.3320057153686515
1385,-1.0476323625878394
1386,-1.352964031953506
1387,-1.1078530373547668
1388,-1.4970668555000897
1389,-1.5862661112286456
1390,-1.053769014823538
1391,-1.8476365027237058
1392,-1.2383992991009305
1393,-1.7143420871510817
1394,-1.8688320118756625
1395,-1.5410665464759297
1396,-1.8881744937626466
1397,-2.0257546860048685
1398,-1.9724829935336075
1399,-1.9149292774388225
1400,-1.474953296659604
1401,-0.6560284797825573
1402,-1.6203851982764774
1403,-1.352127260146463
1404,-1.2830727883162465
1405,-0.5062444792452884
1406,-1.1787293998353239
1407,-1.7428663235056399
1408,-0.833537527779596
1409,-1.915167058875185
1410,-1.146688805130971
1411,-1.0362406561853128
1412,-1.0574794733437882
1413,-1.7210165336198875
1414,-1.5571230255309327
1415,-1.9936229106034888
1416,-0.6492832344197859
1417,-1.5002132626883957
1418,-2.1551675187613064
1419,-1.5259867930955193
1420,-2.4072384990272253
1421,-1.0322945719732484
1422,-1.973568758434377
1423,-0.7057988533709568
1424,-0.9612195596581439
1425,-1.261016992814351
1426,-1.7106394144271324
1427,-1.2772932413494424
1428,-1.016730000353062
1429,-1.8837452528334149
1430,-1.2799031038383484
1431,-1.5222954875091506
1432,-1.456467633960602
1433,-1.6481815957200001
1434,-1.987313971634792
1435,-1.4780385294349074
1436,-0.8418655227932307
1437,-1.0281408298331163
1438,-1.2211881591618656
1439,-1.3286544464708232
1440,-2.147363148887713
1441,-2.067142664803061
1442,-2.0054916352833927
1443,-1.1515075587825843
1444,-1.7584477433062067
1445,-0.8763036493109059
1446,-1.4200914750409785
1447,-1.475686518036865
1448,-1.693894570459881
1449,-1.6604683365933604
1450,-0.577850676720187
1451,-0.9684747281340427
1452,-1.1369476240341139
1453,-1.4318481455187773
1454,-1.0566455253515463
1455,-1.0299653921842593
1456,-2.1635441495317873
1457,-1.9977823023941106
1458,-1.0822926544484528
1459,-1.4775915031799634
1460,-1.1074373310098078
1461,-0.9864043045753957
1462,-1.5745411149511725
1463,-1.9187432492356886
1464,-1.2296733349897664
1465,-1.0213018427697949
1466,-1.7034845511563004
1467,-2.283215470643969
1468,-0.7662639500402895
1469,-1.7160819085260528
1470,-1.4300551132359882
1471,-1.3787681431764314
1472,-2.0533320588453354
1473,-1.2069171651550978
1474,-1.1290098749425084
1475,-1.195850379680536
1476,-0.6238806098150104
1477,-1.3914596760314712
1478,-1.015722057820775
1479,-1.0576908140872612
1480,-1.9928980429007064
1481,-1.4732640236920544
1482,-0.9455716782886313
1483,-1.2400219928248728
1484,-1.5574015387049758
1485,-2.0968633155998724
1486,-0.6879910695992753
1487,-2.022952091066687
1488,-1.754933911099453
1489,-0.6962260847234613
1490,-1.0595217988880385
1491,-1.3920954154888325
1492,-0.9597104037896838
1493,-1.6625790188011818
1494,-1.2559522953645081
1495,-1.465006374182095
1496,-1.9177972009746784
1497,-1.006630828160551
1498,-1.1440568541679184
1499,-0.9696560234524008
1500,-2.3019542656044845
1501,-2.052314192958012
1502,-1.6255784484043792
1503,-1.766090946057221
1504,-1.8312737517997608
1505,-0.9326359427700469
1506,-0.8342558700721393
1507,-1.7144835298529635
1508,-1.5555213657891844
1509,-1.728520116376685
1510,-1.2759484328933504
1511,-1.4941897966396167
1512,-1.4950967738032281
1513,-2.3484517263151514
1514,-0.8690717147330846
1515,-1.8530425714457655
1516,-1.0293832595965986
1517,-1.894236993052743
1518,-1.446978324370179
1519,-1.79578798543948
1520,-0.8667778672899049
1521,-1.1511556213741407
1522,-1.4672168571856232
1523,-1.466651197167203
1524,-0.9321317401271185
1525,-1.776357919231227
1526,-1.6939022293043617
1527,-1.0237797929879318
1528,-1.3276085213836848
1529,-1.3027331896848326
1530,-0.7419420017991994
1531,-0.82386811038684
1532,-1.4569815503456023
1533,-1.2312547460428325
1534,-0.7834394047255867
1535,-1.2351350731768964
1536,-1.370049016008329
1537,-0.8893018148327433
1538,-1.4512976874891244
1539,-1.0162877923787104
1540,-1.2470969190390417
1541,-0.8209721383186234
1542,-1.3450397628296882
1543,-1.7008847938094054
1544,-1.3546674383875053
1545,-0.8052246388068277
1546,-1.9090243141542913
1547,-0.7620449131183561
1548,-2.270117037859295
1549,-0.8375985618428746
1550,-1.8763928881092997
1551,-2.5100699484534634
1552,-1.3266262360132512
1553,-1.1416784628017467
1554,-1.1035684400937031
1555,-1.3045407207749853
1556,-1.4450881454185538
1557,-1.8176512208284106
1558,-1.3664085398211603
1559,-0.7920906117103055
1560,-0.5929777953436479
1561,-1.821500340703554
1562,-1.9473290445466025
1563,-1.3953631945530076
1564,-1.460296952998755
1565,-1.7467008376919912
1566,-1.5829363301059292
1567,-1.501292820533994
1568,-1.4723980067310731
1569,-1.4776830054020664
1570,-1.4698518924019628
1571,-0.34360047940250615
1572,-1.3828267275662949
1573,-2.2021163714917673
1574,-1.261597575092598
1575,-1.9177301225671288
1576,-1.880922243493076
1577,-0.8980956211061691
1578,-2.399109239880398
1579,-0.9553611169758933
1580,-1.4883915022027692
1581,-1.7144217956864565
1582,-1.5564925028334393
1583,-0.9456425947121136
1584,-1.6049246632520937
1585,-1.5548188070134108
1586,-2.0116169324723203
1587,-2.19988566347347
1588,-1.0905023605933577
1589,-1.0589839848367584
1590,-0.8878029446444258
1591,-1.4928275584159059
1592,-2.019596847733175
1593,-1.8094628689641632
1594,-1.6372507968672154
1595,-2.445279158760908
1596,-1.1321915100083815
1597,-1.2227402000319596
1598,-1.979188347595409
1599,-1.5927047469155358
1600,-1.4926473458833065
1601,-1.5733910884505604
1602,-1.827127846888499
1603,-1.0659161249554872
1604,-1.5531138327030773
1605,-1.453436781312763
1606,-1.2462355181799438
1607,-0.6915775003519666
1608,-1.0475684939713403
1609,-0.8832711100193061
1610,-0.7625176721032694
1611,-1.1027001100608795
1612,-0.470643430317572
1613,-2.4530322871034325
1614,-1.019312440378418
1615,-0.9043865077479067
1616,-1.2985891707128638
1617,-0.6351662350356245
1618,-1.049729203493332
1619,-1.752230447310387
1620,-1.7905916379162279
1621,-1.1590383254411065
1622,-1.084853926416168
1623,-1.695122067994864
1624,-1.503560733405937
1625,-1.5440825613920033
1626,-0.7298157881188165
1627,-2.8849946878645936
1628,-1.5800051929907173
1629,-0.7315345119925817
1630,-1.6039870211215768
1631,-1.2011112855448478
1632,-1.480198754424743
1633,-1.5645982809639798
1634,-0.6069370197970458
1635,-1.1003260009382971
1636,-0.8791579715554637
1637,-1.2739164761056998
1638,-0.8323099556222323
1639,-1.14014566907908
1640,-2.343825126127378
1641,-1.1173178237968804
1642,-1.5994956026547882
1643,-1.5937579055814908
1644,-1.218558544380552
1645,-1.5359263851740077
1646,-1.9617544564788953
1647,-0.6836829871803181
1648,-1.9749275555517067
1649,-1.4292362996429366
1650,-0.9045536078252284
1651,-1.3916141774543966
1652,-1.60901643497994
1653,-1.0516310712308938
1654,-1.176059476451759
1655,-2.8277953557981292
1656,-1.5265696231800128
1657,-1.329429345543886
1658,-1.6459237797098196
1659,-2.120404775414769
1660,-1.57161980200532
1661,-0.7878140977278381
1662,-1.219237272819375
1663,-0.7252100817769795
1664,-1.7821407013453685
1665,-0.9501967387463496
1666,-1.6027236922836803
1667,-0.9223217447977599
1668,-1.7381232809069407
1669,-0.6625165148582925
1670,-1.4388765775969128
1671,-1.7419928679100487
1672,-1.1571180416025417
1673,-1.5836884780770022
1674,-2.1458332888581664
1675,-0.9601006519696397
1676,-1.5825691787312857
1677,-0.7238681185782164
1678,-1.3194883050388948
1679,-1.1535363538704162
1680,-1.7276440176001489
1681,-1.8595339685444137
1682,-1.8732652606360727
1683,-2.1025742910597054
1684,-1.3137457744850163
1685,-1.7262080466782672
1686,-1.0755103252604103
1687,-0.9693145119890576
1688,-1.1916236001383136
1689,-1.7061964980610016
1690,-2.520412181723343
1691,-0.9538559724235541
1692,-0.8887951156224253
1693,-1.305076734352941
1694,-1.727233318215445
1695,-1.28892723098966
1696,-1.1510666909559295
1697,-0.9536966256807168
1698,-1.132622673705046
1699,-0.9413138884005038
1700,-2.0866171869568095
1701,-0.9807724573782302
1702,-2.0362336099352243
1703,-2.4464977271062334
1704,-0.9689119969343677
1705,-2.1162893161690595
1706,-1.8732551322445632
1707,-1.1937848550031696
1708,-2.9808391540213814
1709,-1.4066979419412053
1710,-0.8030653744624855
1711,-1.2029662267773296
1712,-1.7318239821784234
1713,-2.2579504733662095
1714,-1.8076143784596335
1715,-1.6838014844406515
1716,-1.9243825775988925
1717,-1.2126611246904215
1718,-1.1674230403561858
1719,-1.8983433961754488
1720,-1.2606804118002535
1721,-1.2839241479435533
1722,-1.2715628203965625
1723,-0.8136518379298029
1724,-1.5339157585773722
1725,-1.6001296131378602
1726,-1.5969881218950621
1727,-1.5630069818981305
1728,-1.0087530307816268
1729,-1.4328382132635555
1730,-1.056081603616798
1731,-1.6983346515161728
1732,-2.2817891202191105
1733,-1.116487590886412
1734,-1.3591146955632625
1735,-2.745208403005418
1736,-2.6423285959856866
1737,-2.165144906078667
1738,-1.8836132647848305
1739,-1.6751677088144319
1740,-1.002597894476727
1741,-1.3361048087742122
1742,-1.662495772485574
1743,-0.9440572795075899
1744,-1.3750236459771035
1745,-1.909884464950175
1746,-1.740398503388241
1747,-0.824099533527971
1748,-2.066713101294667
1749,-1.814450941333844
1750,-0.9527265413305452
1751,-1.0586729357493212
1752,-1.2917654273264927
1753,-1.5619615126793605
1754,-1.4896793637636383
1755,-0.9229084256145067
1756,-1.6018315545588178
1757,-1.7303842739816282
1758,-1.1735756885782762
1759,-1.2718714494982193
1760,-2.0312879216794983
1761,-1.2886549829493787
1762,-1.2169018099894524
1763,-1.1426110906731646
1764,-1.7473316850024272
1765,-0.8077406272336413
1766,-1.333335135933266
1767,-1.5902723007112427
1768,-1.15027111960511
1769,-0.7150627802865598
1770,-0.6869408312008521
1771,-1.8129080280099679
1772,-1.0774847649900046
1773,-1.8347621342852602
1774,-1.6765135508295508
1775,-1.8425717760162996
1776,-1.4376184238284415
1777,-1.4848628737782323
1778,-1.304082639568357
1779,-1.8062471574522632
1780,-2.05890066991137
1781,-1.3405155545338738
1782,-1.5097557176057825
1783,-0.9946361994680185
1784,-1.519166041936416
1785,-0.8514727057526139
1786,-1.9723363618111605
1787,-1.7323514881582707
1788,-1.9446500550659138
1789,-0.7799580479439837
1790,-1.1551420927673788
1791,-1.1875488412626165
1792,-1.5900780461270023
1793,-2.4633788674688666
1794,-1.6352377561864475
1795,-1.436626831237942
1796,-1.4765843821975377
1797,-0.762055561538092
1798,-1.3972713670355583
1799,-2.8890315991918696
1800,-1.2872904944829044
1801,-1.1648126771263791
1802,-2.1604832576175763
1803,-1.4826334516957447
1804,-1.8126014529374341
1805,-1.2411529082786077
1806,-1.025597925706377
1807,-1.7564587166256163
1808,-1.4551218182629226
1809,-1.2658115307068054
1810,-1.0220391470120735
1811,-1.670043072341603
1812,-0.9243822673418387
1813,-0.7875368676529904
1814,-1.311873065243824
1815,-1.1998372160751214
1816,-1.0428987081679428
1817,-0.5450685267638705
1818,-0.8295713911713936
1819,-1.3423240462564054
1820,-1.7313039777913743
1821,-1.643018498079594
1822,-1.0454402275750458
1823,-1.3233572407747412
1824,-1.5195580178885992
1825,-1.5793486501520018
1826,-1.3318636873374228
1827,-1.7644854991268215
1828,-1.3073482770745772
1829,-1.6031882463798346
1830,-1.3551102327050435
1831,-1.8739542934521047
1832,-1.4685960167529841
1833,-2.0994760852241
1834,-1.2885209604176247
1835,-1.2780231190519555
1836,-0.9408711008046919
1837,-1.4352917405881895
1838,-1.0000742081864362
1839,-0.9535242992647426
1840,-0.7016143388403974
1841,-1.1482275186538375
1842,-2.015194996582547
1843,-1.7552560401361619
1844,-1.4757975846019287
1845,-1.261415576649227
1846,-1.5321281294220885
1847,-1.0185569333182445
1848,-1.187795223777001
1849,-1.0986953892955909
1850,-1.2285736548625272
1851,-1.369905015206051
1852,-1.4236110120474728
1853,-0.6901449032449698
1854,-1.4913027183762202
1855,-1.2599319739152217
1856,-1.4923382853749285
1857,-1.6435000879283546
1858,-1.6046963162328554
1859,-1.8558687061764585
1860,-1.0704124579967829
1861,-2.2539839951462945
1862,-1.216330091672681
1863,-1.1704208081158245
1864,-0.7498491189042119
1865,-1.230933193950655
1866,-1.070024233862852
1867,-1.0278619611502255
1868,-1.5857244173635037
1869,-1.8143108405890542
1870,-2.0817798392774236
1871,-1.6311128648143418
1872,-1.1445327622745969
1873,-1.0326744553067184
1874,-1.1065733227317422
1875,-1.7697471038102555
1876,-1.0337988469070438
1877,-1.2724090919110425
1878,-1.6275204485155392
1879,-1.6824549845158838
1880,-2.1455320007936325
1881,-0.9983523026393875
1882,-1.614110719755341
1883,-1.022185328073451
1884,-1.5050949526810993
1885,-1.2871171903158236
1886,-1.3118737471401003
1887,-0.6983395044326521
1888,-0.9096253210718097
1889,-1.1917849426773377
1890,-1.6814978818740645
1891,-1.5394173891152987
1892,-1.4438920898015024
1893,-0.936583886798411
1894,-0.8374614095687074
1895,-1.046693831786431
1896,-1.1838395742623606
1897,-1.35716862303906
1898,-2.0204449686915664
1899,-1.4786589981315998
1900,-0.8300180480018776
1901,-1.341851063591672
1902,-1.7947199093057553
1903,-1.151944616209338
1904,-0.9852624889215509
1905,-1.5653715544005635
1906,-0.8506547488487154
1907,-0.6241132809381693
1908,-0.875522129707637
1909,-1.3223454102362533
1910,-1.7604269248422457
1911,-1.064650021781503
1912,-0.9841118101113333
1913,-1.1692289201887878
1914,-0.4749119909170426
1915,-1.8983867624345638
1916,-0.7559412598239134
1917,-1.4459273343744075
1918,-1.1495242601045546
1919,-1.5071878940510113
1920,-1.6466726661812796
1921,-1.8823739823942574
1922,-1.1585265248127132
1923,-1.3142049474187112
1924,-2.385391419746502
1925,-0.8566239114761235
1926,-1.160201597396346
1927,-1.0455343364295
1928,-1.2024177013099802
1929,-1.695654204158957
1930,-1.637367214473333
1931,-1.863236182529381
1932,-1.3240909981118547
1933,-1.2799328009226174
1934,-2.8706124941865014
1935,-1.4989141013130587
1936,-1.7918597883708103
1937,-2.4349989415716666
1938,-1.804175127100632
1939,-1.5590284084718666
1940,-1.502369631981851
1941,-1.389961970863373
1942,-0.9986614376796621
1943,-1.1886702596453047
1944,-1.8508130862274157
1945,-1.5001087708304852
1946,-0.9828382766873762
1947,-1.081694397753791
1948,-0.844154809947678
1949,-1.4244538347617959
1950,-1.1254364703970043
1951,-1.0153414203128857
1952,-0.9218943760086185
1953,-1.9631500022686523
1954,-1.2161680580031677
1955,-1.7252681094191478
1956,-1.612580060030377
1957,-1.1988226829788846
1958,-1.410757108764485
1959,-1.071809678499021
1960,-1.104062584997841
1961,-1.343904834530391
1962,-1.55445310053153
1963,-1.5083104224647954
1964,-1.5822538577841052
1965,-1.3154744865865278
1966,-0.9589636284458347
1967,-1.5894025014875715
1968,-1.137647890143899
1969,-2.3671683022286323
1970,-1.3050973326663
1971,-2.113315099098459
1972,-2.2212303102254465
1973,-1.5739341810334693
1974,-1.271338772479591
1975,-1.342974167361398
1976,-1.4476630128368388
1977,-2.051590894946133
1978,-1.7092199800471202
1979,-0.977270343880291
1980,-0.9277450695035905
1981,-0.9423068878127218
1982,-1.509335001707085
1983,-0.3105617816156074
1984,-1.1948983797085369
1985,-1.2473217591488115
1986,-1.5664132674382354
1987,-1.7463888204993405
1988,-1.2273242175046732
1989,-2.2568828216076158
1990,-1.2100622313871914
1991,-1.2337209081572817
1992,-1.1114220386423064
1993,-1.4823537071950803
1994,-1.4760458399315641
1995,-2.9042308216010775
1996,-1.3272100609765718
1997,-2.2965444430253537
1998,-1.4307527993010896
1999,-1.5473935766791473
